#,SIGLA DE PLANTILLA,NOMBRE DE PLANTILLA,PLANTILLA DOCX,FECHA DE CREACION,FECHA DE ACTUALIZACION,CREADOR POR,ACTUALIZADO POR
1,RPS_APM,PLANTILLA_RPS_APM,PLANTILLA_RPS_APM.docx,2022-03-24 18:24:31,2022-03-24 18:24:31,Alejandra Gonzales,Alejandra Gonzales,
2,DIA_BRI,PLANTILLA_DIA_BRI,PLANTILLA_DIA_BRI.docx,2022-03-24 18:36:25,2022-03-24 18:48:07,Alejandra Gonzales,Almendra Huaroc,
3,DIA_HYO,PLANTILLA_DIA_HYO,PLANTILLA_DIA_HYO.docx,2022-03-24 18:37:09,2022-03-24 18:49:39,Alejandra Gonzales,Almendra Huaroc,
4,DIA_PAC,PLANTILLA_DIA_PAC,PLANTILLA_DIA_PAC.docx,2022-03-24 18:38:02,2022-03-24 18:50:40,Alejandra Gonzales,Almendra Huaroc,
5,MEN_HER,PLANTILLA_MEN_HER,PLANTILLA_MEN_HER.docx,2022-03-24 18:41:44,2022-03-24 18:41:44,Alejandra Gonzales,Alejandra Gonzales,
6,MEN_APM,PLANTILLA_MEN_APM,PLANTILLA_MEN_APM.docx,2022-03-24 18:43:37,2022-03-24 18:43:37,Alejandra Gonzales,Alejandra Gonzales,
7,DIA_BFA,PLANTILLA_DIA_BFA,PLANTILLA_DIA_BFA.docx,2022-03-24 18:56:29,2022-03-24 18:56:29,Alejandra Gonzales,Alejandra Gonzales,
